url,title,summary
https://www.nhk.or.jp/rss/news/cat1.xml,AV出演者に契約書不交付か 役員を逮捕 AV新法で全国初の検挙,アダルトビデオを制作する際に出演者に契約書などを交付しなかったとして、映像制作会社の50歳の役員がAV出演被害防止・救済法、いわゆる「AV新法」違反の疑いで警視庁に逮捕されました。ことし6月に施行された「AV新法」を適用して検挙するのは全国で初めてだということです。
https://www.nhk.or.jp/rss/news/cat1.xml,大学時代の監督が語る三笘選手「技術向上と諦めない強い思い」,サッカー、ワールドカップカタール大会、日本代表の三笘薫選手を指導した大学時代の監督が取材に応じ、サッカーの技術向上への飽くなき探究心と、高い目標を持ち達成するまで諦めない強い思いが、今の三笘選手の活躍につながっていると話しました。
https://www.nhk.or.jp/rss/news/cat1.xml,佐賀 武雄の養鶏場で鳥インフルエンザ 約3万羽の処分始める,佐賀県武雄市の養鶏場で死んだニワトリから鳥インフルエンザウイルスが検出され、佐賀県はこの養鶏場で飼育されているニワトリおよそ3万羽の処分を始めました。
https://www.nhk.or.jp/rss/news/cat1.xml,滋賀 近江八幡 地下歩道冠水で女性死亡 遺族が市と県を提訴へ,ことし7月、滋賀県近江八幡市で大雨が降り、一気に冠水した地下の歩道で、歩行者の女性が死亡しました。当時、歩道が通行止めにされたのは女性が亡くなったあとで、遺族は現場を管理する市と県の安全対策が不十分だったとして損害賠償を求める訴えを起こすことを決めました。
https://www.nhk.or.jp/rss/news/cat1.xml,宮台教授 襲撃事件から1週間「防犯カメラの男に心当たりない」,東京 八王子の東京都立大学で、教授で社会学者の宮台真司さんが男に刃物で襲われ重傷を負った事件から6日で1週間です。事件後、防犯カメラの映像を見た宮台さんが、写った男に心当たりがないと話していることが、捜査関係者などへの取材で分かり、警視庁は引き続き、防犯カメラの映像を解析するなどして男の特定を急いでいます。
https://www.nhk.or.jp/rss/news/cat1.xml,園児虐待 逮捕の元保育士の1人「ストレスあった」静岡 裾野,静岡県裾野市の保育園の元保育士3人が、園児への暴行の疑いで逮捕された事件で、このうち1人が容疑を認めたうえで、「新型コロナの影響で、業務量や気遣うことが増えてストレスを感じていた」などと話していることが、接見した弁護士への取材でわかりました。
https://www.nhk.or.jp/rss/news/cat1.xml,長野 伊那 80代女性が死亡 首に絞められた痕 殺人事件で捜査,今月3日、長野県伊那市の住宅で、80代の女性が死亡しているのが見つかり、警察は首に絞められたような痕があったことから殺人事件として捜査を始めました。
https://www.nhk.or.jp/rss/news/cat1.xml,海上保安庁 ことし運用開始の無人航空機 新たに3機以上配備へ,海上保安庁は、ことし運用を始めた無人航空機「シーガーディアン」について、来年以降、新たに3機以上配備する方向で調整を進めていることが関係者への取材で分かりました。無人航空機で取得した情報を、海上自衛隊とリアルタイムで共有することも検討しているということです。
https://www.nhk.or.jp/rss/news/cat1.xml,都立高入試スピーキングテスト 反対団体“問題指摘470件以上”,先月、初めて実施された東京都立高校の入試で活用される英語の「スピーキングテスト」について、「ほかの受験生の解答が聞こえた」などと、問題を指摘する声が470件以上寄せられたとテストに反対する団体が発表しました。
https://www.nhk.or.jp/rss/news/cat1.xml,渡辺徹さん死去 妻の郁恵さんら会見 「感謝しかありません」,先月亡くなった俳優の渡辺徹さんの妻で、タレントの榊原郁恵さんと長男で俳優の渡辺裕太さんが5日会見し、徹さんへの思いを語りました。
https://www.nhk.or.jp/rss/news/cat1.xml,いつもの薬がない…なぜ？いつまで続く？ジェネリック供給不足,薬局の窓口で薬を受け取ろうとしたら「その薬、不足していまして…」「出荷調整中で…」。こうした状況が、もう1年以上も続いています。おととし以降相次いで発覚したジェネリック医薬品メーカーの不正をきっかけに、かつてない規模の医薬品供給不足が続き、5日の業界団体の発表では医薬品全体の3割近くに及んでいるということです。どんな薬が不足し、いつまで続くのか。専門家の取材も交えて詳しくまとめました。
https://www.nhk.or.jp/rss/news/cat1.xml,公設秘書に報酬は運動員買収疑い 大学教授 秋葉復興相らを告発,去年の衆議院選挙で、秋葉復興大臣が自身の公設秘書に報酬を支払っていたことについて、公職選挙法で禁じられた運動員買収にあたる疑いがあるとして、大学教授が秋葉大臣らに対する告発状を仙台地方検察庁に郵送しました。
https://www.nhk.or.jp/rss/news/cat1.xml,旧統一教会元信者 “「返金請求せず」念書が返還された”,旧統一教会の被害者救済を図る法案の国会審議が6日から始まるのを前に、立憲民主党などは献金や物品の購入で教会側におよそ2500万円を支払い「返金を請求しない」などとする念書にサインをしたという元信者の女性からヒアリングを行いました。
https://www.nhk.or.jp/rss/news/cat1.xml,園児虐待 園が市に提出の調査報告書を独自入手 静岡 裾野,静岡県裾野市の保育園で、保育士だった3人が園児に虐待をしたとして暴行の疑いで逮捕された事件で、NHKは、園が市に提出した調査報告書を独自に入手しました。報告書には写真に不適切なコメントを記して保育士内のグループに配信するなどの行為も記されています。
https://www.nhk.or.jp/rss/news/cat1.xml,NHK経営委 前田晃伸会長の後任に日銀元理事の稲葉延雄氏任命,NHKの経営委員会は5日、来月24日に任期満了となる前田晃伸会長の後任に日銀の元理事の稲葉延雄氏を任命することを全員一致で決めました。
https://www.nhk.or.jp/rss/news/cat1.xml,福島5人死傷事故 97歳「ブレーキとアクセル踏み間違えた」供述,11月、福島市で97歳のドライバーが運転する車が暴走し、歩行者など5人が死傷した事故で、警察は5日、容疑者を現場に立ち会わせて当時の状況を確認しました。これまでの調べに対し「歩行者が見えたので止まろうとしたが、ブレーキとアクセルを踏み間違えてしまった」と供述しているということです。
https://www.nhk.or.jp/rss/news/cat1.xml,介護人手不足 “訪問”と“通所”一体的提供 新サービス検討へ,ヘルパーの高齢化などで介護の人手不足が課題となる中、厚生労働省は別々の事業として位置づけられている訪問介護と通所介護などを一体的に提供することができる新しいサービスの種類を作る方針を固め、具体的な検討を進めていくことになりました。
https://www.nhk.or.jp/rss/news/cat1.xml,ユニークさを競う「お寺の掲示板」受賞作品が決定,寺の掲示板に書かれたことばのユニークさなどを競うお寺の掲示板大賞のことしの受賞作品が5日、発表されました。大賞にはロシアによるウクライナ侵攻を受けて、小学生の男子児童が10歳の時に書いた「武器を捨て 数珠を持とう」が選ばれました。
https://www.nhk.or.jp/rss/news/cat1.xml,オミクロン株対応ワクチン 国内の接種率21.3％ (5日公表),新型コロナウイルスのオミクロン株に対応したワクチンの接種を受けた人の数は国内で2681万人余り、割合は21.3％となりました。
https://www.nhk.or.jp/rss/news/cat1.xml,「袴田事件」再審 東京高裁での三者協議審理終了 年度内判断へ,東京高等裁判所で開かれていたいわゆる「袴田事件」の再審＝裁判のやり直しに関する三者協議は、5日ですべての審理が終わりました。56年前に起きた事件について、裁判のやり直しを認めるかどうか、裁判所の判断は年度内に示される見通しです。
https://www.nhk.or.jp/rss/news/cat1.xml,園児虐待 犯人隠避で告発状提出された園長 交代方針 静岡 裾野,静岡県裾野市の保育園で、保育士だった3人が園児に虐待をしたとして暴行の疑いで逮捕された事件で、保育園は3人の一連の行為を隠蔽しようとしたとして、警察に告発状が提出された園長を、交代させる方針を明らかにしました。
https://www.nhk.or.jp/rss/news/cat1.xml,両陛下 障害者福祉に尽力の個人や団体など表彰する式典に出席,天皇皇后両陛下は、3日に始まった「障害者週間」に合わせて障害者福祉に尽力した個人や団体などを表彰する式典に出席されました。
https://www.nhk.or.jp/rss/news/cat1.xml,山口県 東京事務所 議長ら上京時の移動に最高級車を指定し手配,山口県の東京事務所が県議会議長らの東京での移動手段としてハイヤーを手配する際、高級車の「センチュリー」など、最もグレードの高い車種を指定していることが、情報公開請求で分かりました。専門家は「最高級車を使う必要があるなら県民への説明責任がある」と指摘しています。
https://www.nhk.or.jp/rss/news/cat1.xml,「海賊版サイト」被害救済 賠償請求額増額へ 著作権法改正方針,被害が年間1兆円以上とされる、漫画を無断で掲載する「海賊版サイト」などの被害の救済を図るため、文化庁は、裁判で損害賠償を請求する額を増額できるよう、著作権法を改正する方針を有識者の会議で示しました。
https://www.nhk.or.jp/rss/news/cat1.xml,大阪府 新型コロナ 4人死亡 新たに2329人感染確認,厚生労働省は5日、大阪府内で新たに2329人が新型コロナウイルスに感染していることを確認したと発表しました。これで大阪府内の感染者の累計は231万2422人となりました。また、4人の死亡が発表され、府内で感染して亡くなった人は合わせて6783人となっています。重症者は4日と変わらず33人です。
https://www.nhk.or.jp/rss/news/cat1.xml,ことし生まれた子どもの名前 「律」25位 「碧」4位 1位は？,ことし生まれた子どもの名前で最も多かった表記は、男の子が「蒼」と「凪」、女の子は「陽葵」だったという調査結果がまとまりました。
https://www.nhk.or.jp/rss/news/cat1.xml,【新型コロナ 厚労省まとめ】117人死亡 4万7621人感染 (5日),厚生労働省によりますと、5日発表した国内の新たな感染者は空港の検疫などを含め4万7621人となっています。また国内で亡くなった人は、北海道で15人、東京都で14人、神奈川県で8人、愛知県で7人、滋賀県で5人、大阪府で4人、山形県で4人、広島県で4人、青森県で4人、兵庫県で3人、千葉県で3人、埼玉県で3人、奈良県で3人、宮城県で3人、山梨県で3人、岩手県で3人、栃木県で3人、群馬県で3人、香川県で3人、三重県で2人、京都府で2人、熊本県で2人、石川県で2人、福井県で2人、茨城県で2人、鳥取県で2人、佐賀県で1人、和歌山県で1人、岐阜県で1人、島根県で1人、徳島県で1人、福岡県で1人、秋田県で1人、静岡県で1人の合わせて117人、累計で5万461人となっています。
https://www.nhk.or.jp/rss/news/cat1.xml,マンションで緊縛強盗疑い 5人逮捕 闇バイトか 東京 江戸川区,ことし9月、東京 江戸川区のマンションに押し入り、男性を縛って刃物を突きつけるなどして現金や時計などを奪ったとして、20代から50代の男ら5人が、強盗などの疑いで逮捕され、警視庁は、SNSの「闇バイト」などで集まった疑いがあるとみて調べています。調べに対し、いずれも容疑を否認しているということです。
https://www.nhk.or.jp/rss/news/cat1.xml,富山の認定こども園 元保育士ら2人 暴行の疑いで書類送検へ,富山市の認定こども園で、職員が園児の足をつかんで引きずるなどしていた問題で、警察が元保育士ら2人を暴行の疑いで書類送検する方針を固めたことが捜査関係者への取材で分かりました。
https://www.nhk.or.jp/rss/news/cat1.xml,消費税還付 法人への追徴税額最多 仕入れ水増しなど 国税庁,消費税の還付申告をした法人を対象に、全国の国税局がことし6月までの1年間に行った税務調査で、追徴課税の総額が過去最多のおよそ372億円に上ったことが、国税庁のまとめで分かりました。このうち、111億円は仕入れを水増しするなどの手口で行われた不正還付に伴うもので、国税庁は特に悪質だとして引き続き、厳正な調査を行う方針です。
https://www.nhk.or.jp/rss/news/cat1.xml,東京都 新型コロナ 14人死亡 5388人感染確認 前週比380人減,厚生労働省は5日、都内で新たに5388人が新型コロナウイルスに感染していることを確認したと発表しました。1週間前の月曜日より380人減りました。また、人工呼吸器かECMO＝人工心肺装置を使っている重症の患者は4日より2人増え22人でした。一方、感染が確認された14人が死亡しました。
https://www.nhk.or.jp/rss/news/cat1.xml,通園バス園児死亡事件 当時の園長ら4人書類送検 静岡 牧之原,ことし9月、静岡県牧之原市の認定こども園で、3歳の女の子が通園バスの車内に置き去りにされ熱中症で死亡した事件で、警察は5日に、バスを運転していた当時の園長ら4人を業務上過失致死の疑いで書類送検しました。
https://www.nhk.or.jp/rss/news/cat1.xml,住宅で3000万円強盗か 1人を強盗傷害の疑いで逮捕 東京 中野,5日午前、東京 中野区の住宅に男らが押し入り、この家に住む男性を殴り、現金を奪って逃走しました。奪われた現金は3000万円とみられ、警視庁は現場近くで容疑者1人を強盗傷害の疑いで逮捕するとともに、逃げた男らの行方を捜査しています。
https://www.nhk.or.jp/rss/news/cat1.xml,園児虐待 保育園園長の告発状提出 犯人隠避の疑い 静岡 裾野,静岡県裾野市の保育園で、当時保育士だった3人が園児に虐待をしたとして暴行の疑いで逮捕された事件で、裾野市は、園長が職員に口外しないよう誓約書を書かせて、一連の行為を隠ぺいしようとしたとして犯人隠避の疑いで警察に告発状を提出しました。
https://www.nhk.or.jp/rss/news/cat1.xml,“陸上自衛隊増強なら米軍基地など削減を” 沖縄県 玉城知事,防衛省が、沖縄の陸上自衛隊の部隊の増強を検討していることについて、沖縄県の玉城知事は過重な負担が増えるとして、その分、アメリカ軍の基地や部隊の削減を進めるべきだという考えを示しました。
https://www.nhk.or.jp/rss/news/cat1.xml,愛知 豊橋 養鶏場で鳥インフルエンザ 飼育の約31万羽処分開始,愛知県豊橋市の養鶏場で複数のニワトリが死んでいるのが見つかり、高病原性の疑いのある鳥インフルエンザウイルスが検出されました。県は5日朝から、この養鶏場で飼育されているおよそ31万羽の処分を始めました。
https://www.nhk.or.jp/rss/news/cat1.xml,東京消防庁消防総監 年末の繁忙期前にデパートで防火設備視察,クリスマスや年末商戦がピークを迎えるのを前に、東京消防庁の消防総監が、都内のデパートで防火設備などを視察し、火災予防を呼びかけました。
https://www.nhk.or.jp/rss/news/cat1.xml,カセットコンロのボンベ破裂か 重体だった客が死亡 兵庫 伊丹,今月1日、兵庫県伊丹市の飲食店で爆発音がして食事をしていた客の女性が倒れた事故で、意識不明の重体となっていた女性が4日に死亡しました。カセットコンロのボンベが破裂したとみられ、警察は店の安全管理に問題がなかったか当時の状況を詳しく調べています。
https://www.nhk.or.jp/rss/news/cat1.xml,ことしの「検索大賞」大賞はフィギュアスケートの羽生結弦さん,インターネットの大手検索サイトでことし最も検索数が上昇した人物や作品などを表彰する「検索大賞」が発表され、フィギュアスケートの羽生結弦さんが大賞に選ばれました。
https://www.nhk.or.jp/rss/news/cat1.xml,静岡 裾野 保育園児虐待 内部通報に対応不十分か 特別監査へ,静岡県裾野市の保育園で、当時保育士だった3人が園児に虐待をしたとして暴行の疑いで逮捕された事件で、悪質な行為について内部通報があったにもかかわらず保育園の対応が不十分だった疑いがあることが市への取材でわかりました。市は、特別監査で詳しいいきさつを調べることにしています。
